Lambda,phi_a,sigma_a,alpha,phi_b,sigma_b,weight
1.6223557229241994,-0.046909167270902136,0.08833803626660154,1.7460637952374087,0.04278931026743213,0.132240231296869,0.0
1.2237108351395636,-0.1795704262937848,0.22699762641092838,2.8480758154164985,0.07209928009409125,0.086921947543458,0.0
1.4203797535467442,-0.03714766124445673,0.012204984682997118,2.61236476523176,0.16346672736896403,0.10411172509294452,0.0
1.1577499736490655,-0.07821508860946542,0.033639450115989906,2.9476356681844855,0.022897517841738612,0.1209219484333251,0.0
1.3461944710223515,-0.17407495342774554,0.1432237524046899,2.3956546283039817,0.07583559733849786,0.07401738681590811,0.0
1.60259958976645,0.012678966915720569,0.08477389539584901,1.8007329893834858,0.22331963978330677,0.22666895689360633,0.0
1.4025096726789223,-0.15241544195306997,0.04440541502759244,2.910201390315506,0.1166993818511632,0.056661306025486066,0.0
1.4842139448203107,-0.04689421835684948,0.1188664472505572,2.18848603159236,0.09643648238587771,0.08630105579337508,0.0
1.6651078280926344,-0.11116744139591644,0.024420807354514282,2.5771165021050186,0.14806559965002813,0.06264419793518491,0.0
1.2154539096765569,0.0468770401779488,0.1951014028353573,2.8536623863738426,0.08039605124752265,0.21845148810176293,0.0
1.1830883258806772,-0.1725572523592751,0.07610930825632663,2.852697825403267,0.0053045504989016725,0.13806609574588705,0.0
1.6014299878620868,0.05527261554964813,0.024146950628297782,2.4659974718604674,0.07172093336026897,0.06520987854580233,0.0
1.7043380116198281,-0.0371134002682838,0.018301264374305706,1.823671778818515,0.2918866918301939,0.18082685546574687,0.0
1.4965509582414669,-0.061367576793842,0.029252156627261952,2.4456991452561385,0.14639644305133387,0.08105773664871119,0.0
1.2433341350253535,-0.027566118737035322,0.013232321400983932,2.6667536017256186,0.2586855200197884,0.1933735054385254,0.0
1.4035596834748336,-0.16817798379458707,0.012923770574321416,2.502110245389207,0.23978653405634742,0.1503210659127,0.0
1.5719793670692783,-0.1700130217208633,0.1212987112874578,2.32935994387338,0.32510551687305667,0.18689649697421215,0.0
1.6493555370997648,0.13835764652712362,0.04258567394209879,2.871584626101234,0.23144522829849384,0.14625233578822772,0.0
1.4456066370134626,-0.1892399253296579,0.07545109266189237,1.7440724907964396,0.027998037084595848,0.14827141861655435,0.0
1.3255239040035878,0.03845269377091742,0.02080068586065322,2.9976691477590287,0.07696467056997758,0.047602479615250284,0.0
1.6555471115025828,-0.008299125146026487,0.021229242841474594,1.3883437980139335,0.22189199062134835,0.1943884654721938,0.0
1.135031010292432,0.007001899762043323,0.05053283202866417,2.874465615008787,0.22347588282795186,0.19031895738541538,0.0
1.3969843034369276,-0.12230913886474695,0.01378886149046126,1.7949761370649322,0.04299952149252886,0.12030559470662525,0.0
1.6708289719665472,0.016400065769655775,0.012449299380578956,2.3897562576750793,0.13297574557139263,0.05419058088826026,0.0
1.3495029894114772,-0.16229906896960616,0.06655602538283477,2.0250828412044033,0.19104258440512092,0.15637037546705662,0.0
1.735908798035318,0.10305028252678877,0.26669363234110455,2.8796733654817714,0.36221482329451227,0.22726038860043937,0.0
1.224952403678938,0.007168495250804124,0.030536582148518385,2.590074218478668,0.13651281246889296,0.10361700887423682,0.0
1.2582094660661738,-0.05452249470985851,0.019794858612200497,2.034188030692313,0.056014669001988524,0.10556217929526758,0.0
1.6937320909410052,0.09060120503276209,0.030623810671309433,2.0717375370696094,0.13810781060053384,0.14724929251534175,0.0
1.464726674627025,-0.002887621683177466,0.04600074641926793,1.719308078921742,0.12362060629912736,0.12228594504930704,0.0
1.3431991702148895,-0.09599863276712342,0.012697326720298182,2.8521282540484307,0.0205337069468706,0.058367327802485804,0.0
1.7004655439786254,-0.09476648937932511,0.2991298073474913,2.481358409768498,0.060989105636808254,0.03942090974201241,0.0
1.6742155450226759,-0.16370038958269337,0.019563934429794618,1.4593331215157184,0.2523384602461837,0.17374811129683318,0.0
1.5834751249582641,-0.027298914378397515,0.03239793359803233,1.71969589032576,0.018918494460651553,0.09053481449989348,0.0
1.708028487221836,-0.03852418562754925,0.07210601352722733,1.507756664823775,0.26252756494607554,0.17997880638403738,0.0
1.3066924908404052,-0.1877699872596849,0.06098129766923027,1.52622429735487,0.06896535834407551,0.22472376583094408,0.0
1.6542964031302696,0.05228339956258765,0.012354461847115316,2.6200130167134787,0.24107998648981202,0.0969451149727688,0.0
1.3219050165051294,-0.182418069508654,0.1066144814310209,1.5716401739894839,0.13015412422212144,0.190954045558604,0.0
0.9596021505088141,-0.023107510796438413,0.03258563393321389,2.7912220431102206,0.028639360468969578,0.18011538698032178,0.0
1.543034080973601,-0.16572595949051294,0.16541839079304763,1.853616897419484,0.13609998849154553,0.08709364993188802,0.0
1.5501673346586362,-0.08619453681049162,0.01607987098430872,1.3988081145998126,0.004031772668494409,0.15746458920664458,0.0
1.3570230115861968,-0.059419452306266635,0.03938590415614671,1.9260505551806406,0.281171186730791,0.21872279702304376,0.0
1.677360341348388,-0.08133725854924635,0.03470077470060901,2.216120840880006,0.31724096839239463,0.11574814943025244,0.0
1.5331869503564055,-0.10854832215599002,0.0466014948406191,2.3236978532287886,0.07113338238124764,0.027287602494233034,0.0
1.6846763753380416,0.04989388234712161,0.10785511093268943,1.542689731983425,0.13401462622595134,0.20805306780915028,0.0
1.7144810125357708,0.0006531953254570733,0.014564222098936343,2.8729119366374474,0.1701338037886984,0.04784167239203369,0.0
1.3401167967421375,-0.05761111881750661,0.07434651376440281,1.717534858349926,0.19534633745528865,0.19035667527647882,0.0
1.237875244304854,-0.08426109601657591,0.1602595956333773,2.660104878936892,0.16899626463853396,0.11842411702961919,0.0
1.5358769339974787,0.05582002141387096,0.17424861013832138,2.7469228222461926,0.34516377084811256,0.20421566218659812,0.0
1.238040670524652,-0.08711991876213845,0.022207016612550413,2.2059332618821235,0.1059390335828106,0.07798443290369775,0.0
